OWNER_NAME,Borough,Latitude,Longitude
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 AT NEW YORK CITY VACATION OWN ERS,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
CSC TRUST COMPANY OF DELAWARE AS TRUSTEE  FOR,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 AT NEW YORK CITY VACATION OWN ERS,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45  VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
MIDTOWN 45 VACATION OWNERSHIP PLAN,MANHATTAN,40.752531,-73.972642
PANTA REALTY INC,MANHATTAN,40.756032,-73.969341
PANTA REALTY INC,MANHATTAN,40.756046,-73.969374
"HHLP 52ND ASSOCIATES, LLC",MANHATTAN,40.756886,-73.969424
MARYMOUNT MANHATTANCOLLEGE,MANHATTAN,40.758615,-73.967658
TUDOR EQUITY ASSOCIA,MANHATTAN,40.749673,-73.971867
130 FG LLC,MANHATTAN,40.751583,-73.970429
"RHM-88,",MANHATTAN,40.750213,-73.968846
METROPOLITAN SUTTON ASSOCIATES LLC,MANHATTAN,40.758265,-73.964925
"BEEKMAN TOWERS HOLDINGS, LLC",MANHATTAN,40.753276,-73.966332
417 EAST REALTY LIMITED PARTNERSHIP,MANHATTAN,40.758764,-73.96194
CORNELL LEASING LIMITED LIABILITY COMPAN Y,MANHATTAN,40.758081,-73.962356
UNAVAILABLE OWNER,MANHATTAN,40.756222,-73.955116
NEW YORK TELEPHONE CO,MANHATTAN,40.76472,-73.97216
THE METROPOLITAN CLUB INC,MANHATTAN,40.764986,-73.972474
795 FIFTH AVE CORP,MANHATTAN,40.765313,-73.972236
61 ST PARK AVE CORP,MANHATTAN,40.764308,-73.968796
THE LINKS,MANHATTAN,40.765326,-73.969727
KNICKERBOCKER CLUB INC,MANHATTAN,40.765826,-73.971864
COLONY CLUB INC,MANHATTAN,40.764941,-73.968333
LOWELL HOTEL PROPERT,MANHATTAN,40.765976,-73.969336
THE LEASH CP,MANHATTAN,40.765905,-73.96912
PLAZA ATHENEE HOTELCOMPANY LIMITED,MANHATTAN,40.76658,-73.96878
LOTOS CLUB INC,MANHATTAN,40.768491,-73.969429
REGENCY WHIST CLUB INC,MANHATTAN,40.768902,-73.968461
THE EXPLORERS CLUB,MANHATTAN,40.77026,-73.965898
SURREY ASSOCIATES,MANHATTAN,40.774549,-73.964003
HOTEL CARLYLE OWNERS CORP,MANHATTAN,40.774626,-73.96335
MADISON SEVENTY-SEVE,MANHATTAN,40.775101,-73.963025
COSMOPOLITAN CLUB,MANHATTAN,40.76676,-73.965369
UNION CLUB OF THE CITY OF,MANHATTAN,40.769068,-73.964725
"DENIHAN OWNERSHIP COMPANY, LLC",MANHATTAN,40.764452,-73.963735
FIRST SIGMA DE LLC,MANHATTAN,40.760564,-73.96226
FIRST SIGMA DE LLC,MANHATTAN,40.760556,-73.962239
FIRST SIGMA DE LLC,MANHATTAN,40.760545,-73.962217
FIRST SIGMA DE LLC,MANHATTAN,40.760328,-73.961463
FIRST SIGMA DE LLC,MANHATTAN,40.760391,-73.961416
FIRST SIGMA DE LLC,MANHATTAN,40.760454,-73.961372
FIRST SIGMA DE LLC,MANHATTAN,40.760518,-73.961325
CORNELL UNIVERSITY,MANHATTAN,40.765017,-73.955099
"PLAZA EAST HOTEL, LLC",MANHATTAN,40.760481,-73.958246
1295 PROPERTY LLC,MANHATTAN,40.78454,-73.9557
164 EAST 87TH ST LLC,MANHATTAN,40.779901,-73.954472
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"MARMARA, INC.",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"MARMARA, INC.",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
MARMARA INC,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"MARMARA, INC.",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"MARMARA, INC.",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"GAMBARI,  DR.IBRAHIM AGBOOLA",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"PANTOJA, RAFAEL MANUEL",MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
THE MARMARA INC.,MANHATTAN,40.782799,-73.947678
"RLJ C NY UPPER EASTSIDE, LLC",MANHATTAN,40.780488,-73.946119
WMF 502 EAST 81ST LLC,MANHATTAN,40.772537,-73.949094
MSMC RESIDENTIAL REALTY,MANHATTAN,40.788357,-73.952816
EDWIN GOULD RESIDENCE HOUSING DEVELOPMEN T FUND,MANHATTAN,40.796015,-73.947288
104TH ST REALTY LLC,MANHATTAN,40.788997,-73.942628
ROYAL ORLEANS HOTEL NY LLC,MANHATTAN,40.807618,-73.943002
2114 FIFTH AVENUE LLC,MANHATTAN,40.809406,-73.940089
2289 3RD AVE REALTY CORP,MANHATTAN,40.803332,-73.93607
141 WEST 110TH STREET,MANHATTAN,40.798831,-73.953834
112 ST HOTEL CORP,MANHATTAN,40.800451,-73.954533
JRAC MANHATTAN REALTY LLC,MANHATTAN,40.796595,-73.962565
36 WEST 106TH STREETJOINT VENTURE,MANHATTAN,40.798436,-73.960985
ERICA LEE CORPORATION,MANHATTAN,40.79846,-73.959736
BARNARD COLLEGE,MANHATTAN,40.801263,-73.959907
BARNARD COLLEGE,MANHATTAN,40.801263,-73.959907
BARNARD COLLEGE,MANHATTAN,40.801263,-73.959907
AMERICAN YOUTH HOSTEL INC,MANHATTAN,40.798597,-73.967042
TERRILEE 97TH STREET,MANHATTAN,40.795574,-73.971898
ESPLANADE 99 LLC,MANHATTAN,40.796257,-73.970626
MIDWAY HOTEL INC,MANHATTAN,40.797011,-73.970055
HELMS REALTY CORP,MANHATTAN,40.797588,-73.969654
850 WEST END CORP,MANHATTAN,40.798793,-73.970614
2686-2690 BROADWAY LLC,MANHATTAN,40.798896,-73.968064
2686-2690 BROADWAY LLC,MANHATTAN,40.798886,-73.968689
2686-2690 BROADWAY LLC,MANHATTAN,40.798817,-73.96874
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.798924,-73.967851
"THE WESTBOURNE HOUSING DEVELOPMENT FUND  COMPANY,",MANHATTAN,40.800933,-73.967933
"235 HOTEL, LLC",MANHATTAN,40.801811,-73.966846
COLUMBIA UNIV IN NYCTR,MANHATTAN,40.803798,-73.965848
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.805266,-73.965887
THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE,MANHATTAN,40.80581,-73.965493
COLUMBIA UNIV CITY NY TR,MANHATTAN,40.806485,-73.965001
UNAVAILABLE OWNER,MANHATTAN,40.806172,-73.965229
"NEW SYNDICATE, LLC",MANHATTAN,40.796087,-73.973115
ATLAS V 110 LLC,MANHATTAN,40.804224,-73.966675
CALIFORNIA SUITES INC,MANHATTAN,40.805195,-73.967126
611 W 112 ST REALTY CORP,MANHATTAN,40.80564,-73.966186
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.807028,-73.965644
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.80707,-73.965738
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.807136,-73.965897
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.806452,-73.966222
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.806979,-73.965528
TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,40.807045,-73.96568
UNAVAILABLE OWNER,MANHATTAN,40.808423,-73.96629
COLUMBIA UNIV CITY NY TR,MANHATTAN,40.807874,-73.965654
COLUMBIA UNIV IN NYCTR,MANHATTAN,40.807739,-73.965329
BARNARD COLLEGE,MANHATTAN,40.808524,-73.965083
NBX ACQUISITION LLC,MANHATTAN,40.809894,-73.944582
HARLEM URBAN DEV CORP,MANHATTAN,40.804611,-73.952732
CORE NYC LLC,MANHATTAN,40.809197,-73.951865
CUCS HOUSING DEVELOPMENT FUND CORPORATIO N IV,MANHATTAN,40.811642,-73.950642
DORMITORY AUTHORITY,MANHATTAN,40.814327,-73.951171
BARNARD COLLEGE,MANHATTAN,40.809801,-73.958862
BARNARD COLLEGE,MANHATTAN,40.810085,-73.963699
INTERNATIONAL HOUSE,MANHATTAN,40.814556,-73.962475
"TEAMS HOUSING DEVELOPMENT FUND COMPANY,  INC",MANHATTAN,40.816205,-73.941795
OCONNELL J,MANHATTAN,40.827294,-73.936918
